dicom_path,pixel_read_success,pixel_read_error,file_sha256,pixel_sha256,pixel_dtype,pixel_height,pixel_width,pixel_min,pixel_max,pixel_mean,pixel_std,nonzero_fraction,is_constant
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22679036_b9a4da5f2dae63a9_MG_L_ML_ANON.dcm,True,,f37a077a2e06ca4d6355a435ddd3adaf50cfa2e9bd254bdc2c78492ccf207045,00e90278055a945216a2ffa572b958a050006c01d4514e898e559cbc39f9bd8e,uint16,4084,3328,0.0,3241.0,522.3662719726562,699.0454711914062,0.36795577134973256,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24054997_2f1104b3cda7f145_MG_L_ML_ANON.dcm,True,,138ab688f9c0ef9a5240d8f383b65d1cdcfa38e4c9bee843d5ede034f812469c,be9bfccb2dc152ca4a041b2d5230280a169f6c0d1c69fa5f2f0a5feb42e35940,uint16,3328,2560,0.0,2209.0,333.70550537109375,631.5311279296875,0.2201543954702524,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055024_2f1104b3cda7f145_MG_R_ML_ANON.dcm,True,,c086145e11e2c8bb0c94488ea183beb02d50a87d46719e15bb5139abb2ffc0a9,dc501d01d88d70b5d43933da42e707cbe1285339e3868b929f37989ff2968125,uint16,3328,2560,0.0,2118.0,275.919677734375,586.2522583007812,0.18245157095102163,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055051_2f1104b3cda7f145_MG_L_CC_ANON.dcm,True,,49b96a3a6775d74cd7e972682a528df159f6b73c2013ace33d170d5ad9eedb3b,8ba784bf87ae0821e4e2099a563e1ae324a8f75d945d06f1d17a39f6416677f5,uint16,3328,2560,0.0,2036.0,246.30477905273438,570.75048828125,0.158087158203125,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055078_2f1104b3cda7f145_MG_R_CC_ANON.dcm,True,,6fb1edb4db30b895466cceb2ff6cce50ae1eb132709bcb6063067b35a07a2f19,abd86302e7a22a8c78f8ad67056b05f5113cdc533cf3eb552063f501cf0826c7,uint16,3328,2560,0.0,2033.0,226.58126831054688,552.4813842773438,0.14480661245492787,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055149_606e9b184978a350_MG_L_ML_ANON.dcm,True,,56c9def9187376c14d4213e669cc95a3f0d0e66c2dd645dc480abe47a8afca6c,f4091f3872dbd2c74b80e9dbe01d0a1a6f57b2b33aac2f34e095f9d0d3e029d4,uint16,3328,2560,0.0,2763.0,498.0802307128906,657.8926391601562,0.3783106877253606,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055176_606e9b184978a350_MG_R_ML_ANON.dcm,True,,e0c6176cbc9699752ba586b6398078d79db0934977efa5c2c50fb0e9edbde3d6,5be46b4ab19d8c65b2b6bd35d2cf97bc6df958082bb2f890f04e21d8fac2ff31,uint16,3328,2560,0.0,2194.0,426.8702697753906,647.3668823242188,0.31026353102463944,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055203_606e9b184978a350_MG_L_CC_ANON.dcm,True,,2d7f5aaabe6800c477a636cd8053f61f572a47fb3cbf121cb3cc6af9d6765a8d,23a10f97b33fb1a62e02a02659cc843ed664c8bc69da2c8a0d5103e421493fdc,uint16,3328,2560,0.0,2954.0,395.5174560546875,640.1461181640625,0.28329749474158655,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055274_1e10aef17c9fe149_MG_L_ML_ANON.dcm,True,,21566df2f3853bbc13048fd420b12ddfb36129af24d59fc9e4b0f7548c9e6230,865f57b51eaa7cd1bd716fc076c1aefd37bebd09ed34e7c1c37182cb08eb3a45,uint16,4084,3328,0.0,3489.0,560.7581176757812,729.4775390625,0.3783395008899646,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055328_1e10aef17c9fe149_MG_R_ML_ANON.dcm,True,,6bd4c40a8c3f4c432d92eca574fbf34d828921e47d2bbef67db31e4365edf7e9,68939aa10aeb7f2827c1ffd81b22cbed1926b43ec751639bf111e75482f9576d,uint16,4084,3328,0.0,3235.0,577.5052490234375,738.0946655273438,0.38643143917633543,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055355_1e10aef17c9fe149_MG_L_CC_ANON.dcm,True,,5ff3b1ab770e6e64cbea2c54b3a780180d623ddbfaaee7cb9c9534d7a5e49815,4d2591dd9a1bbe66c620ad97064dbc4f64622815faa55a930eeb24d33721e14c,uint16,4084,3328,0.0,2476.0,531.2918090820312,725.2947387695312,0.35375040319162965,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055382_1e10aef17c9fe149_MG_R_CC_ANON.dcm,True,,25bdfbfdf5c8bae1650ece45dcbe0933cf0410d40ac819193265ccfcab536532,08d15231aad815854d51ef66b4fa3c51cee6714ecb6080ed74878bdfa4631f32,uint16,4084,3328,0.0,3263.0,489.74267578125,705.80615234375,0.3289397708223461,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055445_ac3185e18ffdc7b6_MG_L_ML_ANON.dcm,True,,d404daf912650a393d004c767ea1e883bdba1f147a228fbf2260abe88177d674,b7e9daba056eceb222eb8ddcc090569c0b8660bbeaadebe36a02ba17b072473a,uint16,4084,3328,0.0,2416.0,631.0075073242188,711.402587890625,0.44561172999227755,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055464_ac3185e18ffdc7b6_MG_R_ML_ANON.dcm,True,,7d671ecb95611ae0b7a1422290246e0331ccd853eeb15fd34df086509eab8984,acb87c39de43307f31956f35614f9ed3a51850e3ad657cf7fc8e76d334de9731,uint16,4084,3328,0.0,1827.0,683.4563598632812,722.05810546875,0.4767858740488209,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055483_ac3185e18ffdc7b6_MG_L_CC_ANON.dcm,True,,2ac4b8db132ac963a77151b93b6c74d9e912a7a725dedfe69a27740f508ddb1b,b0383cf472fc81d0121e58173f05578a3c129a5321067f05ff81a0856d0b2c4e,uint16,4084,3328,0.0,2653.0,594.7194213867188,701.7981567382812,0.42221072324926545,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055502_ac3185e18ffdc7b6_MG_R_CC_ANON.dcm,True,,c5a2ba59660a045fc6ea78386c2b083ae6e6f077f39ecdb53ee858bb01837ac0,b919b89c5f42e3998148654da726ad6373ffbbc9d3e67c6ff7021d415c9536f6,uint16,4084,3328,0.0,1811.0,502.8509826660156,675.2425537109375,0.35967305279043926,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055573_6f1aef40b3775182_MG_L_ML_ANON.dcm,True,,96d02ba0567ad31d2f0527c4ed3187486159c17b92bb77d8413185156df9dabd,a8c99caaa255c8e2bdc41ab808fd01721dcf6b6c247e755dba3889fd770e06fd,uint16,4084,3328,0.0,3585.0,463.6587829589844,670.5067138671875,0.33000557993671364,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055600_6f1aef40b3775182_MG_R_ML_ANON.dcm,True,,13cff23eb7f27a8a88a9a7239d84344e8c14b092ec5ebc7e01060e87b13b7cb7,cfeba6104b4db0b64a1627dc182ef4fb66e52de074747ee26af935b989cfdb84,uint16,4084,3328,0.0,2669.0,440.3753356933594,667.0162353515625,0.30976705235722896,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055627_6f1aef40b3775182_MG_L_CC_ANON.dcm,True,,9725625b5d9eb9d26df8a7e037afe28f50b7817e64664d363f5ec194fec04a7e,2652aa3410f1853102fb10c039c2ce060065e6e6cd05712230001050e74019d3,uint16,4084,3328,0.0,2282.0,357.62762451171875,634.8438110351562,0.2444032145850599,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055654_6f1aef40b3775182_MG_R_CC_ANON.dcm,True,,ce25224bd945c0987f39a01a6dc1bb64a97f75fd2ab7d3479af9e3c00b669cdc,c683b6c12ffda8223d660e130d41a12b16dc0b26d5ef41d757e2079869ae9faf,uint16,4084,3328,0.0,2375.0,352.8254699707031,630.0869750976562,0.24317186146217887,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055725_f0f1a133837b5137_MG_L_ML_ANON.dcm,True,,e08755f83f6ffa7260d1a756d4a2e10af00989fc3747c9e0d0b221928d5333eb,efaecb9df15ce5a7cd00a18f7762bba830bd3e019a03bb5e6bac1953e865bee6,uint16,3328,2560,0.0,2359.0,628.66162109375,713.2272338867188,0.44794252835787257,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055752_f0f1a133837b5137_MG_R_ML_ANON.dcm,True,,26294672cd1979d2e70880c6eb62538571e79ee67453af300f7678cf20c0b19d,89b8bce2a4b2ea04b607c5b4a4c72b23eb1534035844b79d63b5b85c5cb31840,uint16,3328,2560,0.0,2460.0,614.5010986328125,716.68212890625,0.4342909592848558,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055779_f0f1a133837b5137_MG_L_CC_ANON.dcm,True,,0ee342bdf02aa418850ba8161ab3a16ccd960b859246f963af9a17fe137f6a7a,b2d37f5711298759672667406fd9f9bc635583a490bfb45574ff220f10b8a266,uint16,3328,2560,0.0,2624.0,497.7530517578125,680.1467895507812,0.359219242976262,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055806_f0f1a133837b5137_MG_R_CC_ANON.dcm,True,,717ef571f6d66baea39811f5b211b1d86d9bea7131ba62fa5c19f3e22876f945,f27cdc2b5b21adce966b509343dbb822c5054b271f648736813714a51d0e8eae,uint16,3328,2560,0.0,2239.0,349.46087646484375,609.6046752929688,0.25607158954326925,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055877_839819f2eadaf325_MG_L_ML_ANON.dcm,True,,e11b64e2a803953cde232a1824294d9f2915aa8d653baefcb51f2e15f6a8725d,13952d07d7ae466654f45c007ed7d0232ba431cc9cad3663bedeafef77e657d8,uint16,4084,3328,0.0,4082.0,656.4734497070312,739.5054931640625,0.4470563773732389,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055904_839819f2eadaf325_MG_R_ML_ANON.dcm,True,,f1dbfa079e976b281afa386ddceab4ada0f5b50904b0867c7bbb079679e249d9,87b7ab76ec085c7dbae1944479bc7a25500c240d99be57441ad46740bd2945c0,uint16,4084,3328,0.0,3920.0,699.917724609375,758.33544921875,0.46768463233632185,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055931_839819f2eadaf325_MG_L_CC_ANON.dcm,True,,1607a022c83122c718887c3b8750334a8a4ff46b9c202cd0205bc4f33d38afa2,8a300ff4dacde5017f6770432a3b8f7ab54283042dde711dca18078fd6ca004f,uint16,4084,3328,0.0,2127.0,638.785888671875,746.8912353515625,0.4257851494810894,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24055958_839819f2eadaf325_MG_R_CC_ANON.dcm,True,,2906bfdf550fbe389c96361dcb020e11c8fa13804f33f87386109d1ae9be6af1,9ed231085b5ee59c7e80d427b1f35cae37d308388bb6bdd35d5457c069764814,uint16,4084,3328,0.0,3774.0,636.662841796875,751.472412109375,0.4211440312335192,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24058660_9e8db9e34d5275ef_MG_R_CC_ANON.dcm,True,,5b4adaa470b07bab04db56e88c0cbf735116eebb309405c7455a7d9a1806d607,623a8255ad147cea5eaa701d615c58b65ec27b29bc64ab40dd62850e33ba5d72,uint16,4084,3328,0.0,2395.0,586.8204345703125,734.5956420898438,0.39391277758419346,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24058686_9e8db9e34d5275ef_MG_L_CC_ANON.dcm,True,,133e9bebc6ec935165caad4d45ff0046e71546ab78dff1a5ebc1fa73c047c397,20ccc45c227ea14ac0fce2b67a161ccaf682221eaced4917c19c96ff5241fde4,uint16,4084,3328,0.0,2213.0,600.226318359375,739.4085083007812,0.40153869109282003,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24058712_9e8db9e34d5275ef_MG_R_ML_ANON.dcm,True,,b357f9f2b69c0e387f5b95bb8e9cba378ffa82768ddf11b906bf742108348453,cda64cdc1a132c9141bb393140d06de8571b683349b3548215208b7d03e4b1de,uint16,4084,3328,0.0,2898.0,648.532958984375,746.356201171875,0.4374020715220749,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24058738_9e8db9e34d5275ef_MG_L_ML_ANON.dcm,True,,1e6015733237edbda4731a80619b42b04414c0a8ce5cb93a03e0c3e004a3bbcc,70ea8905f960946bf2ecc8a3a1f8d2b5a87e66027f775a0b474d59a57ffb44e9,uint16,4084,3328,0.0,4001.0,682.510986328125,764.6949462890625,0.45301184147329165,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065251_c4b995eddb3c510c_MG_L_ML_ANON.dcm,True,,58d765e05da541d14654d2d31ec0ac7d0820660d15a51b5edf0b18564167bc96,ff2f8a922775661cb616c42f26c7061b21c0f387c700f4b11727dd6207796671,uint16,4084,3328,0.0,2847.0,385.2923583984375,584.7896728515625,0.30842423293528215,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065270_c4b995eddb3c510c_MG_R_ML_ANON.dcm,True,,1182c4e07dfe6e5e3dbfbc0ef0ecdb79ea7a10e279dabf198dce055386554787,f6e6e3be7558ef75ad8ac0a5e843e3896f5c2813aac9c9829224feb1751aea8d,uint16,4084,3328,0.0,1909.0,444.7231140136719,659.832763671875,0.3158454604742711,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065289_c4b995eddb3c510c_MG_L_CC_ANON.dcm,True,,291a32a3ea74a4252c523df96fda345b34b73f0784dc451ffaab62518c0714e2,b0d1e303400338143b1846a27c1ea3f9ac95fd4f234a1ff996eefcb04648940d,uint16,4084,3328,0.0,1896.0,286.7568054199219,531.1280517578125,0.23018666300949295,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065308_c4b995eddb3c510c_MG_R_CC_ANON.dcm,True,,86282a0c44173c1cff4989881d7ae67bbc7622d7573607d8f3c872a9d339e798,e3e7e4114aa77a52e9035a61cd4cb5aea1e04e2b859053bc19604be73079bcd3,uint16,3328,2560,0.0,2261.0,377.1268005371094,591.015380859375,0.29252061110276445,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065380_83db89f57aea498a_MG_L_ML_ANON.dcm,True,,cc1e75eb67c56f09fe1e455a517b60b4054a26a98dc35a0d197347954f503408,d17ab85bb2e4f02e3f599ab7bc2e9e8da52f06ca9ea252c3648214edf97ecb48,uint16,4084,3328,0.0,4055.0,659.3457641601562,737.2632446289062,0.4587536434396896,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065407_83db89f57aea498a_MG_R_ML_ANON.dcm,True,,214bcf65d0db7e3829012512d921ac09f5fabdf7046e8fc24e0240cff351e32f,f87cc5d8b5fd772bc783a10965814e2fb3eb6a4766fad59cc34b8a89dbfc714a,uint16,4084,3328,0.0,3122.0,627.9033203125,723.6475830078125,0.44716578356908765,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065434_83db89f57aea498a_MG_L_CC_ANON.dcm,True,,ae96a8f0ebc7dfaf0e56bc57605402e2c13b2ac848931c32f99128eae99d0e62,584dc3db7bf6452f16907924f4c4a668a48f1d11af3fc3f42360b0b034250de1,uint16,4084,3328,0.0,2808.0,530.951171875,702.4053344726562,0.3711768898798312,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065461_83db89f57aea498a_MG_R_CC_ANON.dcm,True,,143d5f052d53cd023ea02141a8b2a0e8dae864662fa9eea68f0ae4bf421faee5,05dcf4ab4322c9c7688dd6031899914f8ab9e06c37126275af60fa17662c5525,uint16,4084,3328,0.0,2439.0,518.731689453125,692.38330078125,0.3704357677474949,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065530_d8205a09c8173f44_MG_L_ML_ANON.dcm,True,,33ae15b884e06eba00134709f84d96d37adeafc5371e4ef3ca5c216bb6846b50,799fc83e00fb13ad5de97057543254813869b755969797985346b5f16418328c,uint16,3328,2560,0.0,2336.0,500.3904113769531,662.5536499023438,0.3834863516000601,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065557_d8205a09c8173f44_MG_R_ML_ANON.dcm,True,,9a22564b60fcd61bf232920877972221bb5f3e7559808da5836a51f3d0759ec7,aaa57a0dd03e49a00424b787fc7b6411316bfb785d1d13005eea8da46deaf442,uint16,3328,2560,0.0,2262.0,526.0050048828125,698.8310546875,0.36888157771183894,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065584_d8205a09c8173f44_MG_L_CC_ANON.dcm,True,,64f9c11ee3b8fb1951934153e04e1cf7fe9ea60be570b1147783cd92da1871ef,338220e029b46438a3a7c5ee45355331ea049a4c0591ad3500f1424e0743446e,uint16,3328,2560,0.0,2912.0,327.6117248535156,602.27978515625,0.23891883263221153,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065611_d8205a09c8173f44_MG_R_CC_ANON.dcm,True,,99839a898d934f1e2ba9c0ee88236c2e19431d27b518523b5af6d0234e126d01,96eff9b24b6f3e06c560ad5404f7e2fad896abde24b2e004cf94767f09f73fc2,uint16,3328,2560,0.0,2278.0,418.85528564453125,672.237060546875,0.28475306584284854,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065680_5291e1aee2bbf5df_MG_L_ML_ANON.dcm,True,,2656fa0c22fbd5c0e2c1606a9caeaf8460397eebd9ac7809857d935b84269949,990274d72e88d731c9dd4762405d8526a8222a58995fa70b5085112882149cdd,uint16,4084,3328,0.0,4095.0,354.3915710449219,647.6607055664062,0.2374964242494161,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065707_5291e1aee2bbf5df_MG_R_ML_ANON.dcm,True,,642c31580bde9ea1c5bb7d9870751bc9f247f85b6bf64022cf1e270756a3128b,db781a68b11b0879af866530a742f0149e316907b37d05b45fedea4db7e86d8a,uint16,4084,3328,0.0,4061.0,350.59954833984375,659.4383544921875,0.2297129128446847,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065734_5291e1aee2bbf5df_MG_L_CC_ANON.dcm,True,,afeab15806ad809c489b7ce13ac397211ba08c41bc90d1878dbac64e5aa840c0,d0ed2a402e83cc6f0466e08b8cfa12cf6c4c7f16ac33a19b5522391c87c8de7a,uint16,4084,3328,0.0,2603.0,239.369873046875,547.4026489257812,0.16261733759323438,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065761_5291e1aee2bbf5df_MG_R_CC_ANON.dcm,True,,af9e7d6998b4bfb6cf3857ac1e32a0e6e86ca137b6606609163b6b9ad8829432,4ace1ffd7614c94af84b1eeece4c227bf814bc4e417fbe97e053e4bb94e9f620,uint16,4084,3328,0.0,2303.0,236.1932830810547,546.2034301757812,0.1596511568362465,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065833_c01f83a1eb283270_MG_L_ML_ANON.dcm,True,,cebc486dbfd182a1cdab306beaeb17a397cfefc5e32d4d7031d59c4119ae4d8a,3be869170b6ffdc3457f98d1b2cccbb0331442e4eecc5f2974e4a3bdd6b97028,uint16,3328,2560,0.0,2634.0,626.8668212890625,712.5569458007812,0.44992523193359374,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065860_c01f83a1eb283270_MG_R_ML_ANON.dcm,True,,5b9e360ca2fa4f23fd76b8faca9f1c9a3d2132d1954e9b3639416d39944f60a6,00cf15f456a11b76690b7dfcd1939d87ede5915fa5fe15f4e72bd0e36ba125e6,uint16,3328,2560,0.0,2223.0,620.8947143554688,693.3286743164062,0.46241619403545675,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065887_c01f83a1eb283270_MG_L_CC_ANON.dcm,True,,a5e2932175ceaa40ef7a6a0fe61a56c9c78803eb4682e06af51f7987273af9aa,a88d38abcf3d5f89af194e46e1a48cfc235eda1e25593dd5a27141f96488b8f5,uint16,3328,2560,0.0,2470.0,479.787109375,689.9968872070312,0.3347709068885216,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/24065914_c01f83a1eb283270_MG_R_CC_ANON.dcm,True,,6fac647713851f4b1b0d0758aadd562f267595def56a46e466171ce64ee471e6,fc0576cf6d38a506e88f17cb515aec79964663496ebd71b736c35f08d7f0a652,uint16,3328,2560,0.0,2266.0,470.4868469238281,675.364990234375,0.3382205669696514,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/26933772_f8bfddc28e8045c0_MG_R_CC_ANON.dcm,True,,51ac4150be9320828190dc0e336f4bc51aac9c986143f2d0d62c95f1efc6e3f1,7b0342a5448808cdf8030e38f8400199c3a06b7dbf5d3033a473ad71f2c3ce33,uint16,3328,2560,0.0,2881.0,186.8968963623047,489.18109130859375,0.13060572697566106,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/26933801_f8bfddc28e8045c0_MG_L_CC_ANON.dcm,True,,c28ecd473631129a88cac29b23615859d4b90bdb05f9802af7d9243d553c47b1,ae0adc705c0c3961d65013136148c586cb7c500416e1dcf3efc6ab02183f5d94,uint16,3328,2560,0.0,2190.0,212.79806518554688,510.1568908691406,0.1525848388671875,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/26933830_f8bfddc28e8045c0_MG_R_ML_ANON.dcm,True,,8501b86db453742af431da83ceda02975c7be6850f5ff4c549921e9bce4b6950,b5e0e4ebdf31c3964e1b90710dfa2ebf94c374556c89783a27980e6c32f31e36,uint16,3328,2560,0.0,3039.0,317.9633483886719,590.002685546875,0.23236530010516826,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/26933859_f8bfddc28e8045c0_MG_L_ML_ANON.dcm,True,,9fc03eb79a09117a0004a2cbaab30147eab41c73334adf943efd875479d6b2a6,d0a1cdf72d1bf9083482e48da9f337fecad29190833671eee3456b453df26346,uint16,3328,2560,0.0,2523.0,330.6420593261719,594.7739868164062,0.24243868314302885,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/27829134_fbb55bf7fff48540_MG_R_CC_ANON.dcm,True,,375d11577fd89503b71ea5febbce90007e310857a3b4078639893e30f456c59d,78f2b7ebfc6da51f18b56ba03b37fb145dc542ecf3a0d38d164e9da83ee4e08e,uint16,4084,3328,0.0,2796.0,374.9587097167969,644.5326538085938,0.2609019190744368,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/27829161_fbb55bf7fff48540_MG_L_CC_ANON.dcm,True,,05656000c534b21646e2a8a99e688e0bf436bf21370aaf1a535549e5ff828f08,2afcaed65d941453ebf3339636b5431742c4007f503cd179a4308392b56b0bd3,uint16,4084,3328,0.0,2271.0,381.18206787109375,643.2677612304688,0.26462342196093575,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/27829188_fbb55bf7fff48540_MG_R_ML_ANON.dcm,True,,da1fbe42f4986937eb528fc6d337103cef51546d37e6105349dcb3e74764e186,964568871d5b549528de4d989f3c4c05e3b304455f7ea92affcf5a060c46b24a,uint16,4084,3328,0.0,2832.0,552.9757690429688,729.3703002929688,0.386279138688503,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/27829215_fbb55bf7fff48540_MG_L_ML_ANON.dcm,True,,9bf4f707f737004ffc0a6bb676cc43bda6935cdb008890d209ef68ac57f9a876,ac799232eefba2deda1fee95539fb26a7b757e0c03bbbfebc818a30f2bcfcbfd,uint16,4084,3328,0.0,2869.0,547.4427490234375,723.9664306640625,0.3759047531878626,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/30011484_349323117bf0fd93_MG_R_CC_ANON.dcm,True,,add362900050e7ffeda1e2c9a7007f37645685d829a4dfc4c6dcca84e31c1e0a,c116d99c154696d21af7ca7f6808588af378cfd984f8deabc6d8eccf8d0c3784,uint16,3328,2560,0.0,2648.0,270.8737487792969,581.11279296875,0.18037344125600963,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/30011507_349323117bf0fd93_MG_L_CC_ANON.dcm,True,,12f138da0bcaf95e8011e8b9543b463b8c84c70a9ae2c1803f682ecb4911f38a,1958f4f9c8d0c317ca9c1f60d7a7cf9cbea969a676811b638d9e829f64f3a0cb,uint16,3328,2560,0.0,3060.0,242.88088989257812,556.8796997070312,0.16197216327373798,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/30011530_349323117bf0fd93_MG_R_ML_ANON.dcm,True,,4d412d66e47fe95da333243cc570e04193fcb7331b259aee85064fb5358fc6e7,96ae2caa22a3fee8d18f6dc47fe5c7617cf47ddaedc1ebece2ba5409dee3678f,uint16,3328,2560,0.0,2475.0,479.1136169433594,725.1902465820312,0.31113257774939906,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/30011553_349323117bf0fd93_MG_L_ML_ANON.dcm,True,,f515d1842065c825a07aa00300227be95c7f9a694db771ebfcfa13280eaa02fe,fcaf31ecf2847b9f44cbf3a2b940898953d34783060943fe49acb48a4865b7fa,uint16,3328,2560,0.0,2726.0,472.9195251464844,715.9320678710938,0.30946573110727166,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/30011647_6968748e66837bc7_MG_R_CC_ANON.dcm,True,,bbed5eeafcb8a845e803d9397701553dc61e1f84cae8a8ddb0aaeb41cb762c21,fc7a83d051fc955ef7182fef5e202ddc7d2ed39c03273ab4722bd0f47ebd2975,uint16,3328,2560,0.0,2597.0,491.11761474609375,711.99365234375,0.3255077655498798,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/30011674_6968748e66837bc7_MG_L_CC_ANON.dcm,True,,bfcf68250aa425455fbf4922f5ffda616459374014b0acca268b18ed4885d0e8,9d2219b51f0d6d95a9b02bfb3c13719b880cade1000fd31d1d80ba5a7fde00c2,uint16,3328,2560,0.0,2855.0,522.430419921875,726.9910888671875,0.34458465576171876,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/30011700_6968748e66837bc7_MG_R_ML_ANON.dcm,True,,4c8007c5d7762eb4ca07e0117b24289033abce7ed7ec575516a71420092a98ed,ea23b76ec8aee9bbe7bb429f583a8affe88aa23d14168c454d06397c5712ecc6,uint16,3328,2560,0.0,2400.0,629.4256591796875,754.7109375,0.41527123084435097,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/30011727_6968748e66837bc7_MG_L_ML_ANON.dcm,True,,802a5b86b42584f084bd557bbcb171fd093543815c144474a46c70d4d7863cf6,9a9680cfb6fb5fdc16232bb0f92981f6d854fa1e5ae6fd0c0d2610dd726e9f36,uint16,3328,2560,0.0,2689.0,648.2369384765625,756.072265625,0.42859661395733173,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/30011798_4f20c1285d8f0b1f_MG_R_CC_ANON.dcm,True,,c7c1322eff2af83a0352694eb2ac98a44eff6b802d8237b938f55a91844eceef,608478eb1171a0e8d254901661785b086a95e396b33d185b28babf7e9be75299,uint16,4084,3328,0.0,2600.0,359.3235778808594,659.0758056640625,0.23334178466153094,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/30011824_4f20c1285d8f0b1f_MG_L_CC_ANON.dcm,True,,28c4c830125df2b0367540066de4ec60a2d44ee6c031344e9eeb79d975022a39,2e4877de49cb8d2676a0337338c243baa1ff3eaf49a62391a918632a43ef0e5a,uint16,4084,3328,0.0,2519.0,430.0448303222656,680.8262329101562,0.2905556333816771,False
